,title,writer,price,trans,dates,pages,isbns,Logistics_code
286,"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",손광수 ,25000, ,2013-07-02, 584 ,9788998756468,4046
287,"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",이상설 ,29000, ,2013-07-02, 604 ,9788998756376,4037
288,"IT CookBook, 자바로 배우는 쉬운 자료구조",이지영 ,24800, ,2013-07-02, 536 ,9788998756420,4042
289,"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조","김종훈 , 김종진 ",20000, ,2013-07-02, 384 ,9788998756437,4043
290,"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 ",27000, ,2013-07-01, 576 ,9788998756246,4024
291,"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은 ",25000, ,2013-06-19, 676 ,9788998756215,4021
292,"IT CookBook, 반도체 공학 연습문제 풀이집",김동명 ,22000, ,2013-05-31, 336 ,9788998756239,4023
293,"IT CookBook, C 프로그래밍","강동진, 하숙정, 임수연, 송무희, 박보석 ",24000, ,2013-03-20, 652 ,9788998756161,4016
294,"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010","김주영 , 정영준 ",21000, ,2013-03-20, 496 ,9788998756154,4015
295,"IT CookBook, 초보자의 첫 번째 엑셀 2010",양숙희 ,10000, ,2013-03-12, 152 ,9788998756109,4010
296,"IT CookBook, 개념이 보이는 물리전자공학",이현용 ,24000, ,2013-02-28, 416 ,9788998756031,4003
297,문제해결력을 키우는 이공계 글쓰기 : 발표와 토론까지,한성우 ,18000, ,2013-02-28, 396 ,9788998756024,4002
298,"진로개발과 직업세계 : 대학생과 청년층을 위한 진로, 취업지침서","서일수 , 김도균 , 김지혜 , 이정배 ",20000, ,2013-02-28, 392 ,9788998756048,4004
299,Essential Calculus,James Stewart ,36000, ,2012-07-08, 960 ,9781133492566,7999
300,"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems","정호영 , 임승각 ",25000, ,2011-01-31, 576 ,9788979147988,1798
301,"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed","하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ",32000,송경희 ,2009-09-04, 860 ,9788979146844,1684
